Movie Title,movie_id,release_date,genres,casts,directors,writers,producers,plot_summary,votes,rating
ganga ki lahren,0418698,,Drama,"['Rehman', 'Brahm Bhardwaj', 'Tun Tun', 'Savitri', 'Mridula Rani', 'Nasir Hussain', 'Master Shahid', 'Hari Shivdasani', 'Dharmendra', 'Jankidas', 'Kishore Kumar', 'Asit Kumar Sen', 'Aruna Irani', 'Azra', 'Kumkum']",['Devi Sharma'],"['Devi Sharma', 'Sarshar Sailani']",['Devi Sharma'],"Seema and Uma belongs to a Thakur family which earns their bread & butter through stage & dance performances and this leaves Seema disowned by groom's father, right at the time of marriage rituals. Ashok, son of Diwan Saheb, marries Seema, then & there, to save their faces. Diwan disapproves this marriage and Ashok leaves his estate. He stays in a small rented house with Seema & Uma and starts doing odd jobs. Seema gives birth to their son, Munna. Ashok is diagnosed with an ophthalmic complicacy and need Rs.3000 for an operation which they could not manage despite many efforts. Seema writes to Diwan for money for Ashok's eye operation. Diwan agrees on a condition that Seema leaves Ashok alone. Seema goes on to commit suicide but is saved by a man. The suicide attempt makes her loose her memory. She starts working as nurse at Dr.Balraj's hospital. Ashok meets with a car accident and admitted to the hospital where his eyes were also operated. Uma goes to drop Munna to his grandfather and leave. But Diwan takes her as Ashok's wife and asks her to stay with him. She agrees for the sake of Munna. Dr.Balraj wants to marry Seema but she gains her memory back before the marriage takes place. Ashok has his operation successful. He finds Seema at Dr.Balraj's place. Diwan accepts Seema as his daughter in law.",36.0,6.5
dharkan,0175564,1972,Action & Family & Thriller,"['D.K. Sapru', 'Bindu', 'David Abraham', 'Rajendranath Malhotra', 'Praveen Paul', 'S.N. Banerjee', 'Alankar Joshi', 'Jagdeep', 'Raju Shrestha', 'Mumtaz', 'Roopesh Kumar', 'Murad', 'Shivraj', 'Achala Sachdev', 'Sanjay Khan', 'Helen']",['Devendra Goel'],,['Devendra Goel'],"Young Deepak Roy accidentally shoots his childhood friend, Suraj, and believing him to be dead, runs away from home. Quite unknown to him, Suraj has survived and is living with Deepak's mom. Years later, Mrs. Roy is thrilled when she gets a telegram informing her of Deepak's home-coming, and both Suraj and she go to Anandpuri railway station to welcome him back. Deepak arrives, he is welcomed, takes over the business, and the estate. He gets married to Rekha, who was at one time in love with Suraj. The years go by, Mrs. Roy has an accident and loses her vision, and then Rekha's dad passes away, leaving her to care for her younger brother, Dobby. Although Dobby has never been to Rekha's place, nor has he ever met Deepak, he knows all about the house, the belongings, the furniture, even the items in Deepak's safe - he also knows a deadly secret that Deepak has kept from everyone - murder!!",33.0,6.7
yeh khula aasmaan,2402745,25 May 2012,Family,"['Anya Anand', 'Yashpal Sharma', 'Aditya Sidhu', 'Kishor Nadalskar', 'Raghuvir Yadav', 'Gulshan Pandey', 'Nitin Kerur', 'Raj Tandon', 'Manjusha Godse']",['Gitanjali Sinha'],"['Gitanjali Sinha', 'Samarth Lahri']","['Ulhas Shewde', 'Lalit Paikray', 'Neena Sinha', 'Hemendra Aran']","Yeh Khula Aasmaan revolves around Avinash, an intelligent young boy who is going through a very demanding and challenging phase of his life. He has to cope with the pressures of academic failure, not living up to his parents' expectations and the isolation of his parents living thousands of miles away. He then turns to his grandfather, a star Kite Runner, who helps Avinash learn to cope with this tough time in his life through life lessons during kite flying sessions. Avinash forges new friendships and rediscovers the love of family in this relationship based film.",30.0,6.8
call girl (1974 film),,,,,,,,,,
aankhon aankhon mein,0229949,05 Apr 1972,Drama & Romance,"['Brahm Bhardwaj', 'Tun Tun', 'Rakhee Gulzar', 'Dara Singh', 'Madhu Apte', 'Moolchand', 'Pran', 'Jayshree T.', 'Krishan Dhawan', 'V. Gopal', 'Madhumati', 'Shivraj', 'Rakesh Roshan', 'Sanjana', 'Achala Sachdev', 'Pankaj', 'Meena T.', 'Raj Mehra', 'Coca Cola', 'Tarun Bose', 'Lata Arora']",['Raghunath Jhalani'],"['Ehsan Rizvi', 'Sachin Bhowmick']","['J. Om Prakash', 'Jagdish Kumar']","Kulwant Rai is a prominent and wealthy businessman. He relies solely on his son, Rakesh, to run his business. His second son, Naresh, is a bit of a slacker, unreliable, and is born out of marriage with his second, wife, Shobha. When Sunderlal passes away suddenly, Shobha entrusts the entire business dealings on Rakesh, and has Naresh assist him. Naresh gambles, and even molests a woman employee, and is severely reprimanded by Rakesh. Naresh, and his maternal uncle, instigate Shobha against Rakesh, who humiliates him, and as a result Rakesh leaves the house. He takes up employment in the far regions of Himachal Pradesh, in Northern India, which includes the construction of a dam. This news does not auger well with the local tribesmen, and they warn and assault him, but Rakesh persists, and is able to convince the head of the tribe, Thakur, of his good intentions. Things take a turn for the worse, when the tribe finds out that Rakesh has been wooing one of their tribeswomen, namely the daughter Thakur, Parvati, and it is at this point that Rakesh must decide to continue his romance with Parvati, or give her up for his project.",35.0,6.4
sunglass (film),,,,,,,,,,
saas bhi kabhi bahu thi,0284443,1970,Comedy & Drama,"['Shamim', 'N.S. Bedi', 'Shashikala', 'Leena Chandavarkar', 'Sharma', 'Anupama', 'Jagdeep', 'Sunder', 'Pratima Devi', 'Bilquis', 'Om Prakash', 'Madhumati', 'Jayshree T.', 'Manmohan Krishna', 'Lalita Pawar', 'Sanjay Khan']",['V. Madhusudan Rao'],"['Rajendra Krishan', 'Barampuram Kollady', 'N.S. Bedi']","['Vasu Menon', 'C.S. Kumar']","Pretty Sadhana, the daughter of Rangpur-based widow, Bhagmati, falls in love, and gets married to Haripur-based Deepak Chaudhary, who lives with his dad, Motilal; and mom, Maya. It is here she will find that her mom expects her to abuse Maya, and drive her out; while Bhagmati herself abuses her very own daughter-in-law, Lajwanti, for not bringing any dowry, and prevents her submissive son, Kanhaiya, from being intimate with her. Sadhana will also find out why Motilal and Maya do not converse with each other directly, and why the former keeps a photo-less frame in the main living room of their mansion.",35.0,6.5
chaarfutiya chhokare,3021244,26 Sep 2014,Drama & Thriller,"['Rana Jung Bahadur', 'Ajay Kumar Verma', 'Zakir Hussain', 'Deva Kasare', 'Vishal Dhingra', 'Jaideep Ravindra Babar', 'Virendra Pandey', 'Aaditya Jaiswal', 'Omkar Mahadev Todkar', 'Krishna Gopal', 'Shivraj Walvekar', 'Iqbal Dosani', 'Lekh Tandon', 'Suhas Sirsat', 'Shankar Sachdev', 'Pradeep Chaudhry', 'Mukesh Tiwari', 'Seema Biswas', 'Satish Sathe', 'Soha Ali Khan', 'Rajeev Yadav', 'Jyoti Sinha', 'Shankar Mandal', 'Omi Sharma', 'Prathamesh Desai', 'Shelsha Shivanand Gadale', 'Sanjeeva Vatsa', 'Trilok Chowdhary', 'Vinod Nahardih', 'Harsh Mayar']",['Manish Harishankar'],['Manish Harishankar'],"['Vibha Dutta Khosla', 'Sunill Khosla']","Neha, comes to a small village in Bihar, India to construct a school building, for her NGO. She meets the principal to discuss the plans. While leaving from there Neha is shocked to know that the three boys who guided her to the school building are hardcore criminals and have been involved in several murders. Faces of all three in their adolescence, get etched in Neha's mind. With the news of the Rupees twenty million fund coming to the village spreads, politics of greed germinates. Paras, a contractor, lures the five school trust members and promises them to redo their houses if they help him construct the school. The trustee members agree but before they can proceed, Lakhan who has a strong foothold over the village hires the three boys to kill Paras. They kill Paras and the tender goes to Lakhan. Neha meets Janki, mother of one of the boys and is shocked to know about the circumstances that led the three boys into crimes. Mired in poverty they thrown into the world of crime for the evil intentions of Lakhan. Neha is emotional and shocked hearing all this. . During her fight with the lumpen elements she discovers the nexus between organized crime , police and politics and realizes that one cannot exist without the other.",44.0,5.9
chetna,0230079,1970,Drama,"['Johnny Whisky', 'Nadira', 'Laxmi Chhaya', 'Master Amir', 'Shatrughan Sinha', 'Anil Dhawan', 'Manmohan Krishna', 'Rehana Sultan', 'Asit Kumar Sen']",['B.R. Ishara'],,['I.M. Kunnu'],"A shy and reclusive young man, Anil Dhawan, gets to meet a prostitute, Seema, through his friends, Ramesh. Anil is very shy at the very first meeting with Seema, and then starts to cultivate a friendship with her. She responds also, and both fall in love. Anil proposes marriage, and Seema is delighted to accept. Anil has to go out of town for a four or five days. When he returns, he finds Seema has taken up drinking alcohol and smoking in a big way, and appears despondent, and non-chalant, making him wonder what had happened during his absence to make her regress in this manner.",34.0,6.2
paras (film),1084960,2007,Short & Drama,"['Veronique Pierre', 'Aiden Astrup', 'Kiriakos Stavros', 'Nick James', 'John Patrick Amedori', 'Molly Doucette', 'Anne-Sophie Dutoit', 'John Sebastian Dutoit', 'Jessica Siegfried', 'Lucki Wheating', 'Becky Morgan', 'Marika Devan', 'Dylan James']",['Anne-Sophie Dutoit'],['Anne-Sophie Dutoit'],"['M.S. Boucher', 'Anne-Sophie Dutoit', 'Ivan Dutoit']","The story of a pretty teen girl who dreams and keeps talking about a young man she met briefly. After a horrifying event, she spends time in a facility while still obsessing about him. But who is he really and why he is haunting her?",14.0,3.8
aag (1967 film),,,,,,,,,,
muqaddar ka faisla,0239682,26 Jun 1987,Action & Comedy & Drama,"['Bharat Bhushan', 'Rakhee Gulzar', 'Harbans Darshan M. Arora', 'Ranjeet', 'Raj Babbar', 'Birbal', 'Nandita Thakur', 'Tina Ambani', 'Raaj Kumar', 'Pran', 'Akbar Khan', 'Prema Narayan', 'Babbanlal Yadav', 'Sudhir', 'Bhola', 'Kaajal Kiran', 'Meenakshi Sheshadri', 'Om Prakash', 'Brahmachari', 'Ram P. Sethi', 'Vijayendra Ghatge', 'Subbiraj', 'Shammi', 'Bindu', 'Satyendra Kapoor', 'Bappi Lahiri', 'Vikas Anand', 'Dinesh Hingoo', 'Rajan Haksar']",['Prakash Mehra'],"['Kader Khan', 'Prakash Mehra', 'Laxmikant Sharma']","['Arun Mahajan', 'Yash Johar', 'Hiroo Johar']","An honest Hindu pandit (priest) is framed for embezzlement and rape, and not only dismissed from employment, but also arrested and imprisoned, leaving behind his family in destitution. On his return from prison, he is unable to locate his family, and plans to avenge his humiliation. But the challenge is that how can a former pandit, ex-convict, penniless, homeless, and without any resources, avenge himself against the cunning and manipulative people who framed him?",58.0,4.8
ek hi raasta (1977 film),,,,,,,,,,
aap ki khatir (1977 film),,,,,,,,,,
kali ghata (1980 film),,,,,,,,,,
ghar parivar,10922996,2006,Drama,"['Neha Mehta', 'Kuldeep Dubey']",,,,,,
phoolon ki sej,0058467,1964,Drama & Romance,"['Manoj Kumar', 'Anjali Devi', 'Nirupa Roy', 'Shubha Khote', 'Mukri', 'Mehmood', 'Kanhaiyalal Chaturvedi', 'Ashok Kumar', 'Lalita Pawar', 'Vyjayanthimala']",['Inder Raj Anand'],['Inder Raj Anand'],"['Adi Narayan p Rao', 'Anjali Devi']","Nirmal Verma and Karuna are attracted to each other, while the former is touring that part of the country. They get very intimate, he promises to return, and even leaves his address with her but she misplaces it. Both do meet after 5 years, and after formal introductions - get married; and she re-locates to live with him and his doctor brother, and Bhabhi, Janki. Shortly thereafter Nirmal and the rest of the family are baffled when they find out Karuna secretly leaves the house and goes to an unknown location - when confronted - she refuses to divulge anything.",32.0,5.7
jeevan yudh,0351126,04 Mar 1997,Action & Drama & Family,"['Alok Nath', 'Mohan Joshi', 'Mithun Chakraborty', 'Ranbir Pushp', 'Rakhee Gulzar', 'Girija Shankar', 'Shakti Kapoor', 'Tarun Ghosh', 'Rami Reddy', 'Mamta Kulkarni', 'Jaya Prada', 'Atul Agnihotri']",['Partho Ghosh'],"['Sameer', 'Ranbir Pushp']",['Piyush Chakravorthy'],"Vasudev Rai lives in a small town with his wife, and a son, Rohit. Vasudev works as a teacher in a school owned and operated by the kind-hearted and generous Gajraj Choudhry. Then one day, a truck driver named Deva Prakash brings in the body of Vasudev to a nearby hospital, and requests the doctor to treat him. The doctor determines that Vasudev is dead, summons the police, and asks Deva to wait until their arrival for his statement. Deva disappears, thus making him responsible for Vasudev's death. Vasudev's wife and son are devastated and Rohit swears to avenge his father's death, and leaves the town. His investigation let's him conclude that the murderer is somewhere near his home-town and he returns to find that his town now has a new Police In-Charge, Inspector Ajay Kumar. Rohit suspects that Ajay is not who he claims to be and starts making inquiries, and he soon unmasks Ajay, who is none other than Deva. Accused of killing Vasudev, Deva pleads his innocence, to no avail, as no one believes him anymore. Desperate, he kidnaps Choudhry's arrestingly beautiful daughter, Kajal, and bolts, with Rohit, Gajraj Choudhry and his men, and the real Ajay Kumar in hot pursuit. Is Deva really innocent? If so, who killed Vasudev?",38.0,5.1
romance (1983 film),,,,,,,,,,
jai jawaan jai kisaan (film),2872050,06 Feb 2015,Biography & Drama & History,"['Rishi Bhutani', 'Imran Hasnee', 'Prem Chopra', 'Kanchan Awasthi', 'Jatin Khurana', 'Om Puri', 'Aarti Tyagi', 'Avinash Kumar', 'Rati Agnihotri']",['Milann Ajmera'],['Dhiraj Mishra'],"['Pankaj Dua', 'Honey Chaudhary', 'Madan Lal Khurana', 'Seema Chakerverty']","Jai Jawaan Jai Kisaan is a journey about Lal Bahadur Shashtri's glorious life. The movie begins with the various freedom fights in the country during the pre-independence era. A time where two groups ( Garam Dal and Naram Dal) had waged a war against Britishers with different set of ideologies. It was under the leadership of Gandhi ji that Naram Dal took on the Britishers and led a peaceful march towards independence. Lal Bahadur Shastri was a prominent personality in this group and has a huge role to play in the history of India's independence. However this dynamic leader had his own story to deal with during the initial phase of his life. A low economic background, untimely death of his father and a mother to look after...these were just some of the problems that gave Lal Bahadur Shashtri a direction in life. After completing his studies in Banaras, Shashtri ji came to Allahabad and that's when he witnessed a revolution in the country. Inspired to take part in the freedom fight, Lal Bahadur Shashtri now became an active freedom fighter and was sent to jail several times. But Lal Bahadur Shashtri's fight didn't end with achieving freedom for his motherland, it got extended to his role as India's prime minister too. He is often credited for leading a ethical fight against Pakistan in the year 1965. And who can forget his ever green slogan of Jai Jawaan Jai Kisaan!.",31.0,5.2
